adresseGPS,latitude,longitude
"9 RUE DU GRAND VENEUR, Paris 75003",48.85896,2.36598
"7 RUE DES PETITS CHAMPS, Paris 75001",48.86624,2.33882
"52 RUE CHAPON, Paris 75003",48.86406,2.35392
"53 RUE AU MAIRE, Paris 75003",48.8649,2.35487
"32 RUE DE CONSTANTINOPLE, Paris 75008",48.8808,2.31816
"73 AV FRANKLIN D ROOSEVELT, Paris 75008",48.87295,2.30986
"169 RUE DU TEMPLE, Paris 75003",48.86497,2.35977
"10 AV DE MESSINE, Paris 75008",48.87587,2.3145
"48 RUE DU COLISEE, Paris 75008",48.87188,2.3116
"42 RUE DE BRETAGNE, Paris 75003",48.86332,2.36192
"4 PAS SAINTE AVOIE, Paris 75003",48.86063,2.35616
"6 RUE DE LABORDE, Paris 75008",48.87584,2.32208
"37 BD SAINT MARTIN, Paris 75003",48.86849,2.35765
"43 RUE DE RICHELIEU, Paris 75001",48.86605,2.33694
"93 RUE DU FAUBOURG SAINT HONORE, Paris 75008",48.87204,2.3128
"4 CITE NOEL, Paris 75003",48.86131,2.35487
"39 RUE DU GENERAL FOY, Paris 75008",48.88002,2.31667
"41 RUE NOTRE DAME DE NAZARETH, Paris 75003",48.86749,2.35759
"13 RUE COMMINES, Paris 75003",48.86208,2.36587
"98 RUE DE MIROMESNIL, Paris 75008",48.87967,2.31555
"13 RUE DE TURIN, Paris 75008",48.88034,2.32485
"69 RUE DE BRETAGNE, Paris 75003",48.86445,2.35982
"44 RUE CHARLOT, Paris 75003",48.86274,2.36248
"8 RUE REAUMUR, Paris 75003",48.86494,2.35914
"4 RUE DE LABORDE, Paris 75008",48.87584,2.32238
"9 RUE DU CHEVALIER DE ST-GEORGE, Paris 75008",48.8686,2.32493
"12 RUE VILLEDO, Paris 75001",48.86653,2.33585
"6 RUE DU FOIN, Paris 75003",48.857,2.36523
"60 RUE PIERRE CHARRON, Paris 75008",48.86946,2.30346
"7 RUE CHAMBIGES, Paris 75008",48.86693,2.30364
"6 RUE SAINTE ANASTASE, Paris 75003",48.85963,2.36403
"42 RUE DE LABORDE, Paris 75008",48.87551,2.31691
"168 RUE DU TEMPLE, Paris 75003",48.86638,2.36163
"66 RUE SAINT HONORE, Paris 75001",48.86133,2.3435
"23 RUE DE BERNE, Paris 75008",48.88118,2.32284
"140 RUE DE RIVOLI, Paris 75001",48.86031,2.34305
"36 AV MATIGNON, Paris 75008",48.87236,2.31474
"5 RUE PORTEFOIN, Paris 75003",48.86354,2.36004
"16 RUE EULER, Paris 75008",48.87105,2.2983
"15 RUE DU JOUR, Paris 75001",48.86368,2.34449
"148 RUE SAINT HONORE, Paris 75001",48.86195,2.34042
"29 RUE DE CONSTANTINOPLE, Paris 75008",48.88043,2.31877
"46 RUE DE LABORDE, Paris 75008",48.87548,2.31653
"67 RUE CHARLOT, Paris 75003",48.86385,2.36361
"12 RUE DE MOSCOU, Paris 75008",48.88017,2.32604
"10 RUE DE MOSCOU, Paris 75008",48.88005,2.32627
"101 RUE DE MIROMESNIL, Paris 75008",48.88052,2.31529
"62 RUE PIERRE CHARRON, Paris 75008",48.86957,2.30366
"13 PL DE LA REPUBLIQUE, Paris 75003",48.86697,2.36349
"7 RUE DE THORIGNY, Paris 75003",48.85987,2.36291
"26 RUE RAMBUTEAU, Paris 75003",48.86106,2.35418
"50 RUE DU VERTBOIS, Paris 75003",48.86729,2.35707
"51 RUE NOTRE DAME DE NAZARETH, Paris 75003",48.86761,2.35682
"62 RUE CHAPON, Paris 75003",48.8642,2.35342
"9 RUE GRENETA, Paris 75003",48.86529,2.35257
"7 RUE GRENETA, Paris 75003",48.86532,2.3527
"105 RUE VIEILLE DU TEMPLE, Paris 75003",48.86046,2.36155
"56 RUE CHAPON, Paris 75003",48.8641,2.35377
"68 RUE DES GRAVILLIERS, Paris 75003",48.86439,2.35489
"49 AV MONTAIGNE, Paris 75008",48.86774,2.30726
"15 RUE DU GRAND VENEUR, Paris 75003",48.85897,2.36543
"66 RUE DE ROME, Paris 75008",48.88038,2.32154
"46 RUE DE NAPLES, Paris 75008",48.87912,2.3151
"270 RUE SAINT HONORE, Paris 75001",48.86434,2.33333
"23 RUE DE ROME, Paris 75008",48.8763,2.3234
"18 AV DE MESSINE, Paris 75008",48.87627,2.31362
"9 RUE DE FLORENCE, Paris 75008",48.88202,2.32495
"3 RUE DE L ECHELLE, Paris 75001",48.86362,2.33389
"43 RUE VOLTA, Paris 75003",48.8667,2.35805
"10 RUE DES COUTURES SAINT GERVAIS, Paris 75003",48.86007,2.36246
"42 RUE DE RICHELIEU, Paris 75001",48.86594,2.33708
"98 RUE SAINT DENIS, Paris 75001",48.86331,2.34995
"20 RUE DES BONS ENFANTS, Paris 75001",48.86343,2.33867
"5 RUE ANDRIEUX, Paris 75008",48.88098,2.31903
"67 RUE NOTRE DAME DE NAZARETH, Paris 75003",48.86783,2.35528
"89 RUE D AMSTERDAM, Paris 75008",48.88244,2.32703
"15 RUE DUPHOT, Paris 75001",48.86832,2.3255
"5B RUE DES HAUDRIETTES, Paris 75003",48.86165,2.35734
"17 RUE DARU, Paris 75008",48.87828,2.3023
"20B RUE LA BOETIE, Paris 75008",48.87412,2.31648
"25A RUE DU FAUBOURG SAINT HONORE, Paris 75008",48.86863,2.32092
"11 RUE VIGNON, Paris 75008",48.87096,2.3261
"5 RUE AU MAIRE, Paris 75003",48.86444,2.35724
"19 BD DES BATIGNOLLES, Paris 75008",48.88286,2.32519
"19 RUE CHAPON, Paris 75003",48.86345,2.35574
"26 RUE DU MONT THABOR, Paris 75001",48.86624,2.32713
"9 RUE MOLIERE, Paris 75001",48.86502,2.33578
"32 RUE DU MONT THABOR, Paris 75001",48.86636,2.32676
"245 RUE SAINT MARTIN, Paris 75003",48.86588,2.3533
"10 RUE GREFFULHE, Paris 75008",48.87296,2.32537
"34 RUE DE MONTMORENCY, Paris 75003",48.86338,2.35415
"3 RUE DE LA PERLE, Paris 75003",48.85933,2.36169
"24 AV DE FRIEDLAND, Paris 75008",48.87449,2.3002
"6 RUE QUENTIN BAUCHART, Paris 75008",48.86896,2.29966
"7 RUE SAINTE ANASTASE, Paris 75003",48.8596,2.36379
"29 RUE DE TURIN, Paris 75008",48.88233,2.32425
"84 RUE DE TURENNE, Paris 75003",48.86106,2.3647
"28 RUE NOTRE DAME DE NAZARETH, Paris 75003",48.86731,2.35969
"97 RUE VIEILLE DU TEMPLE, Paris 75003",48.86028,2.36121
"15 RUE DE SAINT PETERSBOURG, Paris 75008",48.88118,2.32501
"25 RUE TRONCHET, Paris 75008",48.87255,2.32608
"236 RUE SAINT MARTIN, Paris 75003",48.86438,2.35319
"2 RUE DES PRECHEURS, Paris 75001",48.86194,2.34912
"63 RUE NOTRE DAME DE NAZARETH, Paris 75003",48.86777,2.35573
"10 RUE DU COMMANDANT RIVIERE, Paris 75008",48.87279,2.30886
"17 RUE DU ROULE, Paris 75001",48.86079,2.3437
"75 RUE SAINT HONORE, Paris 75001",48.86112,2.34414
"8 RUE DE BRAQUE, Paris 75003",48.86102,2.35668
"4 RUE MARBEUF, Paris 75008",48.86703,2.30184
"34 RUE DE RICHELIEU, Paris 75001",48.86558,2.33689
"23 RUE PASQUIER, Paris 75008",48.87271,2.32338
"17 RUE MESLAY, Paris 75003",48.86756,2.36062
"15 RUE DE BEARN, Paris 75003",48.85776,2.36625
"63 BD DE COURCELLES, Paris 75008",48.87756,2.30598
"21 AV HOCHE, Paris 75008",48.87672,2.30259
"44 RUE BEAUBOURG, Paris 75003",48.86238,2.35426
"19 RUE DU ROULE, Paris 75001",48.8609,2.34376
"210 RUE SAINT MARTIN, Paris 75003",48.86352,2.35275
"34 RUE DE BASSANO, Paris 75008",48.86991,2.29858
"18 AV DE FRIEDLAND, Paris 75008",48.87457,2.3009
"66 RUE CHAPON, Paris 75003",48.86425,2.35323
"179 RUE SAINT HONORE, Paris 75001",48.8642,2.33329
"41 RUE D AMSTERDAM, Paris 75008",48.87921,2.3269
"2 RUE TRONCHET, Paris 75008",48.87101,2.32542
"62 RUE DU ROCHER, Paris 75008",48.87872,2.31934
"3 AV VELASQUEZ, Paris 75008",48.87979,2.31303
"4 RUE FRANCAISE, Paris 75001",48.86389,2.3476
"7 RUE FRANCOIS 1ER, Paris 75008",48.86583,2.30825
"32 RUE DEBELLEYME, Paris 75003",48.86208,2.3636
"53 RUE MESLAY, Paris 75003",48.86816,2.35751
"84 RUE DES ARCHIVES, Paris 75003",48.86311,2.36048
"10 RUE SAINT CLAUDE, Paris 75003",48.86016,2.36624
"1 RUE DES PYRAMIDES, Paris 75001",48.86428,2.33232
"28 RUE MARBEUF, Paris 75008",48.86918,2.30476
"33 RUE DU ROCHER, Paris 75008",48.87725,2.32107
"1 RUE CLAPEYRON, Paris 75008",48.88099,2.3244
"13 RUE NOTRE DAME DE NAZARETH, Paris 75003",48.8671,2.36031
"72 AV MARCEAU, Paris 75008",48.87143,2.29743
"1 BD DES FILLES DU CALVAIRE, Paris 75003",48.86222,2.36486
"7 CITE ODIOT, Paris 75008",48.87323,2.30452
"27 RUE DE BERNE, Paris 75008",48.88138,2.32266
"40 RUE DE TURENNE, Paris 75003",48.85766,2.36458
"9 RUE DE LA NEVA, Paris 75008",48.87795,2.30039
"11 RUE DU PERCHE, Paris 75003",48.86092,2.36105
"14 AV MATIGNON, Paris 75008",48.87071,2.31349
"77 RUE DE MONCEAU, Paris 75008",48.87977,2.31477
"11 RUE LORD BYRON, Paris 75008",48.87325,2.29993
"50 RUE MESLAY, Paris 75003",48.86841,2.35692
"268 RUE DU FAUBOURG SAINT HONORE, Paris 75008",48.87767,2.29918
"36 RUE SAINT DENIS, Paris 75001",48.86031,2.34846
"233 RUE SAINT MARTIN, Paris 75003",48.86498,2.3532
"63 RUE DE SAINTONGE, Paris 75003",48.86436,2.36545
"4 RUE DU MARCHE ST HONORE, Paris 75001",48.86574,2.33106
"6 RUE DU MONT THABOR, Paris 75001",48.86554,2.32926
"19 RUE NOTRE DAME DE NAZARETH, Paris 75003",48.86718,2.35977
"15 RUE DU GRENIER SAINT LAZARE, Paris 75003",48.86286,2.35275
"10 RUE PORTALIS, Paris 75008",48.87742,2.31975
"39 RUE DES LOMBARDS, Paris 75001",48.85979,2.34752
"280 RUE SAINT HONORE, Paris 75001",48.86453,2.33298
"66 RUE DE MONCEAU, Paris 75008",48.87905,2.31367
"23 AV DE MESSINE, Paris 75008",48.87694,2.31141
"9 RUE MESLAY, Paris 75003",48.86739,2.36151
"30 RUE SAINTE ANNE, Paris 75001",48.86639,2.33566
"12 RUE NOTRE DAME DE NAZARETH, Paris 75003",48.86711,2.3611
"6 RUE DE SAINT PETERSBOURG, Paris 75008",48.87995,2.32428
"18 RUE BEAUJON, Paris 75008",48.87507,2.30056
"35 RUE DE SURENE, Paris 75008",48.87145,2.31902
"4 RUE TREILHARD, Paris 75008",48.87695,2.31521
"82 BD MALESHERBES, Paris 75008",48.8799,2.31403
"39 RUE DES GRAVILLIERS, Paris 75003",48.86411,2.35561
"230 RUE DU FAUBOURG SAINT HONORE, Paris 75008",48.87604,2.30304
"259 RUE SAINT MARTIN, Paris 75003",48.86662,2.35401
"15 RUE TRONCHET, Paris 75008",48.87185,2.32557
"30 RUE DE WASHINGTON, Paris 75008",48.8734,2.30353
"6 RUE DEBELLEYME, Paris 75003",48.86054,2.36403
"3 RUE DE LA NEVA, Paris 75008",48.87757,2.30031
"12 RUE DE VEZELAY, Paris 75008",48.87836,2.31426
"226 RUE DE RIVOLI, Paris 75001",48.86508,2.32843
"11 RUE ROQUEPINE, Paris 75008",48.87326,2.31884
"8 RUE DE DURAS, Paris 75008",48.87091,2.318
"27 RUE DE SAINTONGE, Paris 75003",48.8622,2.36291
"26 RUE DES FRANCS BOURGEOIS, Paris 75003",48.85786,2.36048
"22 PL VENDOME, Paris 75001",48.86767,2.33053
"47 RUE CHARLOT, Paris 75003",48.86322,2.36289
"6 RUE SAINT FLORENTIN, Paris 75001",48.86735,2.32426
"82 RUE DE TURENNE, Paris 75003",48.86095,2.3647
"42 RUE DU GENERAL FOY, Paris 75008",48.87977,2.31708
"36 RUE DU VERTBOIS, Paris 75003",48.86707,2.35796
"3 RUE DU PONT AUX CHOUX, Paris 75003",48.861,2.36656
"15 RUE DU CIRQUE, Paris 75008",48.87071,2.31481
"51 RUE DU ROCHER, Paris 75008",48.87847,2.31942
"21 RUE NOTRE-DAME DE NAZARETH, Paris 75003",48.8672,2.35962
"24 RUE RAMBUTEAU, Paris 75003",48.86099,2.35436
"86 RUE DE MIROMESNIL, Paris 75008",48.87871,2.31562
"75 RUE SAINT-HONORE, Paris 75001",48.86112,2.34414
"8 RUE D ARTOIS, Paris 75008",48.87251,2.30863
"75 RUE VIEILLE DU TEMPLE, Paris 75003",48.85897,2.35913
"20 RUE RAMBUTEAU, Paris 75003",48.86091,2.35462
"32 RUE PASQUIER, Paris 75008",48.87325,2.32371
"22B RUE DUPETIT-THOUARS, Paris 75003",48.8658,2.36117
"62 RUE DE TURENNE, Paris 75003",48.8593,2.36464
"13 RUE DU JOUR, Paris 75001",48.86364,2.34441
"39 RUE NOTRE-DAME DE NAZARETH, Paris 75003",48.86746,2.3578
"280 RUE SAINT-HONORE, Paris 75001",48.86453,2.33298
"90 RUE DES ARCHIVES, Paris 75003",48.8633,2.3607
"154 RUE DU TEMPLE, Paris 75003",48.86445,2.35944
"36 RUE DE PENTHIEVRE, Paris 75008",48.87235,2.31336
"21 RUE DES FILLES DU CALVAIRE, Paris 75003",48.8629,2.36614
"62 RUE DES TOURNELLES, Paris 75003",48.85703,2.36742
"8 RUE DU GRAND VENEUR, Paris 75003",48.85911,2.36599
"30 RUE DE RICHELIEU, Paris 75001",48.86541,2.33681
"112 RUE DE TURENNE, Paris 75003",48.86302,2.36477
"3 RUE DE NORMANDIE, Paris 75003",48.8628,2.36424
"14 RUE PORTEFOIN, Paris 75003",48.86388,2.35958
"12 RUE DE L ARCADE, Paris 75008",48.87149,2.32364
"5 RUE AUX OURS, Paris 75003",48.863,2.35201
"17 RUE DU BOULOI, Paris 75001",48.86376,2.341
"20 RUE DE CONSTANTINOPLE, Paris 75008",48.88037,2.31947
"42 RUE VOLTA, Paris 75003",48.86651,2.35806
"51 AV MONTAIGNE, Paris 75008",48.8679,2.30759
"12 RUE AU MAIRE, Paris 75003",48.86465,2.3566
"17 BD DES FILLES DU CALVAIRE, Paris 75003",48.86278,2.36593
"3 RUE ARSENE HOUSSAYE, Paris 75008",48.87354,2.29779
"65 BD DE COURCELLES, Paris 75008",48.87769,2.30572
"21 RUE DES GRAVILLIERS, Paris 75003",48.86373,2.35694
"41 RUE VOLTA, Paris 75003",48.86664,2.35794
"318 RUE SAINT MARTIN, Paris 75003",48.86809,2.35526
"6 RUE SAINT GILLES, Paris 75003",48.85782,2.36701
"21 RUE AU MAIRE, Paris 75003",48.8646,2.35634
"8 RUE SAINT-HYACINTHE, Paris 75001",48.86604,2.33173
"18 RUE DUPETIT-THOUARS, Paris 75003",48.8657,2.36137
"18 RUE REAUMUR, Paris 75003",48.865,2.3587
"147 RUE DU TEMPLE, Paris 75003",48.86394,2.3587
"20 RUE DARU, Paris 75008",48.87837,2.30276
"75 RUE DE MIROMESNIL, Paris 75008",48.87746,2.31553
"16 RUE MONTMARTRE, Paris 75001",48.8639,2.34573
"17 RUE CHAPON, Paris 75003",48.86338,2.35602
"23 PL DAUPHINE, Paris 75001",48.85666,2.34191
"7 RUE ROGER VERLOMME, Paris 75003",48.85668,2.36661
"19 RUE SAINT-DENIS, Paris 75001",48.85946,2.34776
"57 RUE MESLAY, Paris 75003",48.86826,2.35703
"23 RUE DE L ARCADE, Paris 75008",48.87246,2.32384
"9 RUE AUX OURS, Paris 75003",48.86304,2.35188
"39 RUE VOLTA, Paris 75003",48.86648,2.35785
"97 BD MALESHERBES, Paris 75008",48.87884,2.31469
"34 RUE SAINTE-ANNE, Paris 75001",48.86669,2.3358
"104 RUE SAINT-DENIS, Paris 75001",48.86346,2.35
"25 RUE DE RICHELIEU, Paris 75001",48.86479,2.33631
"30 RUE DU VERTBOIS, Paris 75003",48.86698,2.35843
"47 RUE MESLAY, Paris 75003",48.86809,2.35789
"12 CITE DUPETIT-THOUARS, Paris 75003",48.86616,2.3626
"76 RUE DE ROME, Paris 75008",48.88091,2.32125
"25 RUE DU PONT AUX CHOUX, Paris 75003",48.86124,2.36485
"62 RUE MESLAY, Paris 75003",48.86866,2.35568
"24 RUE BEAUBOURG, Paris 75003",48.86156,2.35382
"47 RUE D AMSTERDAM, Paris 75008",48.87984,2.32693
"8 RUE DU PONT AUX CHOUX, Paris 75003",48.86115,2.36618
"6 RUE GREFFULHE, Paris 75008",48.87276,2.32524
"41 RUE DE BRETAGNE, Paris 75003",48.86308,2.3619
"59 RUE DES ARCHIVES, Paris 75003",48.86189,2.35879
"39 RUE D AMSTERDAM, Paris 75008",48.87908,2.3269
"16 RUE SAINT GILLES, Paris 75003",48.85791,2.3664
"3 RUE BALZAC, Paris 75008",48.87335,2.30018
"55 RUE DE TURENNE, Paris 75003",48.85868,2.36439
"29 VLA WAGRAM SAINT HONORE, Paris 75008",48.87666,2.29818
"15 RUE MICHEL LE COMTE, Paris 75003",48.86222,2.35597
"34 RUE NOTRE-DAME DE NAZARETH, Paris 75003",48.86739,2.35912
"41 RUE DES PETITS CHAMPS, Paris 75001",48.86687,2.33613
"75 BD MALESHERBES, Paris 75008",48.87711,2.3168
"28 RUE MONTMARTRE, Paris 75001",48.86429,2.34552
"22 RUE DES COUTURES SAINT GERVAIS, Paris 75003",48.86041,2.36192
"6 PL HENRI BERGSON, Paris 75008",48.87608,2.32124
"44 RUE DES GRAVILLIERS, Paris 75003",48.86409,2.35595
"203 RUE SAINT MARTIN, Paris 75003",48.86358,2.35255
"28 QUAI DU LOUVRE, Paris 75001",48.859,2.34062
"11 RUE CHATEAUBRIAND, Paris 75008",48.8732,2.30159
"18 RUE PIERRE LESCOT, Paris 75001",48.8625,2.34865
"26 AV DE WAGRAM, Paris 75008",48.87647,2.29728
"46 RUE DE POITOU, Paris 75003",48.86181,2.36155
"6 RUE DU PONT AUX CHOUX, Paris 75003",48.86112,2.36641
"14 RUE DE BEAUCE, Paris 75003",48.8629,2.36129
"217 RUE DU FAUBOURG SAINT HONORE, Paris 75008",48.87679,2.30089
"5 RUE SAUVAL, Paris 75001",48.86183,2.3424
"7 RUE DU CHEVALIER DE ST-GEORGE, Paris 75008",48.86845,2.32483
"5 RUE DE L ISLY, Paris 75008",48.87475,2.32592
"52 BD MALESHERBES, Paris 75008",48.87699,2.31758
"28 AV MARCEAU, Paris 75008",48.86708,2.29966
"35 RUE DE PONTHIEU, Paris 75008",48.87117,2.3079
"15 RUE DE WASHINGTON, Paris 75008",48.87286,2.30244
"13 RUE DE SAINTONGE, Paris 75003",48.86147,2.36204
"240 RUE DU FAUBOURG SAINT HONORE, Paris 75008",48.87642,2.30219
"9 RUE DE LABORDE, Paris 75008",48.87573,2.32206
"136 RUE SAINT-HONORE, Paris 75001",48.86187,2.34083
"13 RUE DE THORIGNY, Paris 75003",48.86008,2.36327
"6 RUE DE POITOU, Paris 75003",48.86143,2.36425
"171 RUE SAINT MARTIN, Paris 75003",48.86254,2.35201
"10 RUE CAMBON, Paris 75001",48.86698,2.32591
"66 RUE DU VERTBOIS, Paris 75003",48.86753,2.35594
"21 RUE DE POITOU, Paris 75003",48.86153,2.36275
"7 RUE DU COMMANDANT RIVIERE, Paris 75008",48.87269,2.30913
"46 RUE DE MIROMESNIL, Paris 75008",48.87441,2.31593
"61 BD DE SEBASTOPOL, Paris 75001",48.86311,2.35055
"24 RUE DE TEHERAN, Paris 75008",48.87814,2.31254
"4 RUE DUPETIT-THOUARS, Paris 75003",48.86496,2.36283
"24 RUE REAUMUR, Paris 75003",48.86515,2.35831
"22 RUE DE MONTPENSIER, Paris 75001",48.86505,2.33699
"35 RUE DES PETITS CHAMPS, Paris 75001",48.86679,2.3365
"106 RUE DE TURENNE, Paris 75003",48.86274,2.36476
"164 RUE DU FAUBOURG SAINT HONORE, Paris 75008",48.8735,2.30934
"183 RUE SAINT MARTIN, Paris 75003",48.86284,2.35222
"118 RUE DE TURENNE, Paris 75003",48.86346,2.36479
"85B RUE DU FAUBOURG SAINT HONORE, Paris 75008",48.87184,2.31359
"18 RUE JEAN GOUJON, Paris 75008",48.86605,2.30693
"163 RUE SAINT MARTIN, Paris 75003",48.86237,2.35195
"359 RUE SAINT MARTIN, Paris 75003",48.86879,2.3553
"3 AV DE MESSINE, Paris 75008",48.87579,2.31393
"208 RUE SAINT MARTIN, Paris 75003",48.86346,2.35272
"5B RUE SAINT GILLES, Paris 75003",48.85786,2.36612
"35 BD DES BATIGNOLLES, Paris 75008",48.88235,2.32267
"28B RUE DE RICHELIEU, Paris 75001",48.86533,2.33676
"7 BD SAINT MARTIN, Paris 75003",48.86531,2.35363
"5 CITE DUPETIT-THOUARS, Paris 75003",48.86593,2.36215
"36 RUE DE MONTMORENCY, Paris 75003",48.86344,2.35397
"3 RUE ROBERT ESTIENNE, Paris 75008",48.86886,2.305
"18 RUE COMMINES, Paris 75003",48.8622,2.36642
"19 RUE DU PONT AUX CHOUX, Paris 75003",48.86117,2.36536
"106 RUE SAINT-HONORE, Paris 75001",48.8616,2.34196
"108 RUE DE MIROMESNIL, Paris 75008",48.88084,2.31546
"72 RUE DES TOURNELLES, Paris 75003",48.8575,2.36744
"38 AV GEORGE V, Paris 75008",48.86948,2.30133
"19A RUE DU ROCHER, Paris 75008",48.87631,2.32205
"25 RUE DE BRETAGNE, Paris 75003",48.86253,2.36299
"1 RUE LAVOISIER, Paris 75008",48.87369,2.32218
"67 RUE QUINCAMPOIX, Paris 75003",48.86202,2.35094
"16 RUE DE VEZELAY, Paris 75008",48.87864,2.31392
"1 RUE PERREE, Paris 75003",48.86383,2.36264
"27 RUE DE LIEGE, Paris 75008",48.87944,2.32627
"77 RUE RAMBUTEAU, Paris 75001",48.86203,2.34967
"52 RUE DE MIROMESNIL, Paris 75008",48.87476,2.31591
"94 RUE DU TEMPLE, Paris 75003",48.86221,2.35732
"21 RUE DE SAINTONGE, Paris 75003",48.86195,2.36259
"13 RUE HEROLD, Paris 75001",48.86493,2.34149
"28 RUE BEAUBOURG, Paris 75003",48.86193,2.35402
"23 RUE MESLAY, Paris 75003",48.86767,2.36
"10 RUE CROIX DES PETITS CHAMPS, Paris 75001",48.86278,2.33957
"26 RUE DE TEHERAN, Paris 75008",48.87827,2.31251
"22 RUE CHARLOT, Paris 75003",48.8621,2.36174
"44 RUE DE TURBIGO, Paris 75003",48.86507,2.35484
"28 AV MONTAIGNE, Paris 75008",48.8666,2.30597
"69 RUE CHARLOT, Paris 75003",48.86389,2.36367
"23 RUE BERGER, Paris 75001",48.86133,2.34591
"23 RUE NOTRE-DAME DE NAZARETH, Paris 75003",48.86722,2.35948
"19 RUE MONTMARTRE, Paris 75001",48.86459,2.3451
"7 RUE BAILLY, Paris 75003",48.86498,2.3564
"1 RUE BEAUJON, Paris 75008",48.87482,2.30141
"109 RUE VIEILLE DU TEMPLE, Paris 75003",48.86062,2.36184
"43 RUE CHAPON, Paris 75003",48.86408,2.3536
"19 RUE DARU, Paris 75008",48.87841,2.30254
"23 RUE DU FAUBOURG SAINT HONORE, Paris 75008",48.86884,2.3212
"1 PL DES DEUX ECUS, Paris 75001",48.86274,2.34143
"36 RUE DE SAINTONGE, Paris 75003",48.86263,2.36359
"55 BD DES BATIGNOLLES, Paris 75008",48.88146,2.31831
"16 RUE AU MAIRE, Paris 75003",48.86465,2.35638
"11 RUE ANDRIEUX, Paris 75008",48.88137,2.31885
"7 RUE DE FLORENCE, Paris 75008",48.88206,2.32516
"36 RUE NOTRE-DAME DE NAZARETH, Paris 75003",48.86741,2.359
"23 RUE MOLIERE, Paris 75001",48.86548,2.33636
"17 RUE MONTMARTRE, Paris 75001",48.86451,2.34515
"10 RUE DES SAUSSAIES, Paris 75008",48.87127,2.31763
"44 AV MONTAIGNE, Paris 75008",48.86759,2.30789
"76 RUE DU VERTBOIS, Paris 75003",48.86769,2.35516
"4 RUE FROISSART, Paris 75003",48.86154,2.36636
"15 RUE REAUMUR, Paris 75003",48.86494,2.35803
"10 RUE DE COPENHAGUE, Paris 75008",48.88027,2.32021
"68 RUE SAINT-HONORE, Paris 75001",48.86134,2.34343
"101 RUE QUINCAMPOIX, Paris 75003",48.86283,2.35132
"41 RUE MESLAY, Paris 75003",48.86799,2.35839
"69 BD BEAUMARCHAIS, Paris 75003",48.858,2.3677
"29 RUE DE LIEGE, Paris 75008",48.87941,2.32611
"3 RUE DE VEZELAY, Paris 75008",48.87802,2.31443
"1B AV HOCHE, Paris 75008",48.87768,2.30487
"105 RUE QUINCAMPOIX, Paris 75003",48.86293,2.35141
"23 PL DES VOSGES, Paris 75003",48.85637,2.3653
"64 RUE VIEILLE DU TEMPLE, Paris 75003",48.85909,2.35947
"29 PL DAUPHINE, Paris 75001",48.8565,2.34241
"29 RUE TRONCHET, Paris 75008",48.87279,2.32626
"39 RUE DE BERRI, Paris 75008",48.87391,2.30673
"44 RUE DE MONTMORENCY, Paris 75003",48.86358,2.35342
"32 AV MATIGNON, Paris 75008",48.87203,2.31451
"32 RUE DU GRENIER SAINT LAZARE, Paris 75003",48.86316,2.35295
"46 RUE NOTRE-DAME DE NAZARETH, Paris 75003",48.86754,2.35808
"83 BD BEAUMARCHAIS, Paris 75003",48.8588,2.36751
"16 RUE DE NAPLES, Paris 75008",48.87975,2.31937
"3 RUE JOSEPH SANSBOEUF, Paris 75008",48.87538,2.32283
"239 RUE DU FAUBOURG SAINT HONORE, Paris 75008",48.87752,2.29842
"38 RUE DE MOSCOU, Paris 75008",48.88153,2.3232
"53 RUE DE MONCEAU, Paris 75008",48.87841,2.31193
"16 RUE DE PICARDIE, Paris 75003",48.86358,2.36259
"58 RUE DE MONCEAU, Paris 75008",48.87833,2.31217
"32 RUE MESLAY, Paris 75003",48.86798,2.35909
"6 RUE JEAN JACQUES ROUSSEAU, Paris 75001",48.86222,2.34006
"17 RUE DE BRETAGNE, Paris 75003",48.86232,2.36341
"16 RUE DUPETIT-THOUARS, Paris 75003",48.86561,2.36155
"32 AV DE FRIEDLAND, Paris 75008",48.87435,2.2989
"26 RUE DE CONSTANTINOPLE, Paris 75008",48.88067,2.31854
"35 RUE SAINT-HONORE, Paris 75001",48.86071,2.34562
"30 RUE PASTOURELLE, Paris 75003",48.86297,2.35921
"9 RUE VAUVILLIERS, Paris 75001",48.86172,2.34327
"11 RUE PORTEFOIN, Paris 75003",48.8637,2.35971
"11 RUE PASTOURELLE, Paris 75003",48.86203,2.36071
"8 RUE DU FOIN, Paris 75003",48.85706,2.36494
"22 RUE PIERRE LESCOT, Paris 75001",48.86303,2.34882
"11 RUE TREILHARD, Paris 75008",48.87696,2.31403
"79 RUE DE TURBIGO, Paris 75003",48.86659,2.36059
"10 RUE DE LABORDE, Paris 75008",48.87583,2.32164
"9 RUE DES INNOCENTS, Paris 75001",48.86041,2.34759
"9 RUE BAYARD, Paris 75008",48.8657,2.30774
"4 RUE CHAUVEAU LAGARDE, Paris 75008",48.87126,2.3241
"17 RUE DE POITOU, Paris 75003",48.86151,2.36294
"349 RUE SAINT MARTIN, Paris 75003",48.86836,2.35508
"6 RUE AU MAIRE, Paris 75003",48.86455,2.35711
"40 RUE NOTRE-DAME DE NAZARETH, Paris 75003",48.86749,2.35842
"8 RUE DES ARQUEBUSIERS, Paris 75003",48.85984,2.36665
"32 RUE DE MOSCOU, Paris 75008",48.88128,2.32368
"13 RUE DE BERNE, Paris 75008",48.88069,2.3233
"31T RUE DES TOURNELLES, Paris 75003",48.85627,2.36724
